ID,Text,Category,Priority
5255,Zoom keeps crashing on my server. Code NET-503.,Account/Access Issue,critical
5256,My printer stopped working when I tried to use Teams. Error displayed: ERR42. Kindly assist.,Other,medium
5257,VPN keeps crashing on my mobile. Code ERR-9999. Occurs intermittently.,Account/Access Issue,low
5258,"I am unable to access Zoom on my tablet, it shows error FAIL-101.",Other,high
5259,My tablet stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Occurs intermittently.,Service Request,critical
5260,Email keeps crashing on my printer. Code NET-503. Occurs intermittently.,Service Request,critical
5261,Teams keeps crashing on my mobile. Code TIMEOUT-22. Needs immediate attention.,Software Bug,critical
5262,"I am unable to access Zoom on my router, it shows error AUTH-007. Kindly assist.",Network Problem,medium
5263,"I am unable to access Zoom on my server, it shows error TIMEOUT-22. Occurs intermittently.",Software Bug,critical
5264,"I am unable to access Outlook on my desktop, it shows error ERR42. Needs immediate attention.",Network Problem,critical
5265,"I am unable to access Salesforce on my laptop, it shows error NET-503. Kindly assist.",Hardware Issue,critical
5266,I can't log into Teams from my desktop. It returns AUTH-007. Please resolve soon.,Account/Access Issue,medium
5267,VPN keeps crashing on my mobile. Code NET-503.,Network Problem,critical
5268,There is a problem with Email on the desktop. Error: ERR42. Issue reported by user.,Service Request,critical
5269,CRM Portal keeps crashing on my desktop. Code NET-503. Needs immediate attention.,Service Request,critical
5270,WiFi fails to load on my desktop showing NET-503.,Network Problem,critical
5271,There is a problem with Zoom on the router. Error: FAIL-101. Needs immediate attention.,Network Problem,high
5272,My router stopped working when I tried to use Teams. Error displayed: AUTH-007. Please resolve soon.,Hardware Issue,medium
5273,"I am unable to access Database on my laptop, it shows error AUTH-007. Occurs intermittently.",Software Bug,medium
5274,I can't log into Database from my router. It returns FAIL-101.,Service Request,high
5275,Database keeps crashing on my tablet. Code 0xC004F012. Occurs intermittently.,Network Problem,high
5276,My tablet stopped working when I tried to use Outlook. Error displayed: NET-503. Issue reported by user.,Account/Access Issue,critical
5277,I can't log into Outlook from my desktop. It returns ERR-9999. Occurs intermittently.,Software Bug,high
5278,Database keeps crashing on my desktop. Code TIMEOUT-22. Needs immediate attention.,Security,critical
5279,Salesforce fails to load on my printer showing NET-503.,Hardware Issue,critical
5280,There is a problem with Teams on the router. Error: ERR-9999. Needs immediate attention.,Account/Access Issue,low
5281,There is a problem with WiFi on the printer. Error: NET-503. Issue reported by user.,Other,critical
5282,Outlook fails to load on my server showing AUTH-007. Kindly assist.,Software Bug,medium
5283,There is a problem with Email on the mobile. Error: 0xC004F012. Occurs intermittently.,Hardware Issue,high
5284,There is a problem with Active Directory on the mobile. Error: 0x80070005.,Security,high
5285,"I am unable to access Email on my tablet, it shows error ERR42. Kindly assist.",Service Request,critical
5286,I can't log into Outlook from my laptop. It returns NET-503. Kindly assist.,Other,critical
5287,Outlook fails to load on my printer showing AUTH-007. Needs immediate attention.,Account/Access Issue,medium
5288,I can't log into Email from my mobile. It returns ERR-9999.,Hardware Issue,critical
5289,Email fails to load on my desktop showing ERR42. Kindly assist.,Software Bug,low
5290,Teams keeps crashing on my desktop. Code 0x80070005. Please resolve soon.,Service Request,high
5291,VPN fails to load on my tablet showing TIMEOUT-22.,Account/Access Issue,critical
5292,VPN fails to load on my laptop showing FAIL-101. Please resolve soon.,Service Request,high
5293,"I am unable to access Email on my desktop, it shows error 0x80070005. Occurs intermittently.",Service Request,high
5294,WiFi fails to load on my laptop showing FAIL-101.,Security,high
5295,VPN keeps crashing on my printer. Code ERR42.,Account/Access Issue,high
5296,"I am unable to access Database on my tablet, it shows error 0x80070005. Issue reported by user.",Network Problem,high
5297,My laptop stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Occurs intermittently.,Hardware Issue,high
5298,I can't log into Active Directory from my printer. It returns ERR-9999. Issue reported by user.,Service Request,high
5299,"I am unable to access Teams on my desktop, it shows error FAIL-101. Needs immediate attention.",Security,high
5300,Database fails to load on my router showing 0xC004F012. Occurs intermittently.,Service Request,high
5301,There is a problem with CRM Portal on the tablet. Error: 0x80070005. Kindly assist.,Other,high
5302,I can't log into WiFi from my printer. It returns 0x80070005. Needs immediate attention.,Hardware Issue,high
5303,"I am unable to access CRM Portal on my printer, it shows error 0xC004F012. Issue reported by user.",Software Bug,high
5304,CRM Portal keeps crashing on my printer. Code ERR42. Kindly assist.,Hardware Issue,critical
5305,"I am unable to access Outlook on my server, it shows error AUTH-007. Kindly assist.",Service Request,medium
5306,"I am unable to access Teams on my printer, it shows error AUTH-007. Please resolve soon.",Account/Access Issue,medium
5307,I can't log into Active Directory from my tablet. It returns 0x80070005. Kindly assist.,Other,high
5308,There is a problem with CRM Portal on the server. Error: 0xC004F012. Needs immediate attention.,Other,high
5309,My laptop stopped working when I tried to use Active Directory. Error displayed: ERR42. Issue reported by user.,Network Problem,critical
5310,My router stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Occurs intermittently.,Account/Access Issue,critical
5311,Teams fails to load on my router showing ERR42.,Network Problem,critical
5312,Database keeps crashing on my mobile. Code 0xC004F012. Needs immediate attention.,Service Request,high
5313,Active Directory fails to load on my printer showing FAIL-101. Needs immediate attention.,Hardware Issue,high
5314,Email keeps crashing on my desktop. Code 0xC004F012. Occurs intermittently.,Other,high
5315,There is a problem with CRM Portal on the mobile. Error: TIMEOUT-22. Please resolve soon.,Security,critical
5316,There is a problem with CRM Portal on the tablet. Error: ERR-9999. Please resolve soon.,Security,critical
5317,There is a problem with Outlook on the tablet. Error: FAIL-101. Issue reported by user.,Software Bug,high
5318,Zoom keeps crashing on my server. Code NET-503. Needs immediate attention.,Account/Access Issue,critical
5319,I can't log into Active Directory from my tablet. It returns 0x80070005. Occurs intermittently.,Other,high
5320,I can't log into Outlook from my desktop. It returns 0x80070005. Kindly assist.,Service Request,high
5321,WiFi fails to load on my server showing NET-503. Issue reported by user.,Account/Access Issue,critical
5322,I can't log into Teams from my router. It returns AUTH-007. Please resolve soon.,Security,medium
5323,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Issue reported by user.,Other,critical
5324,Salesforce fails to load on my desktop showing 0x80070005. Needs immediate attention.,Software Bug,high
5325,I can't log into WiFi from my laptop. It returns AUTH-007. Occurs intermittently.,Security,medium
5326,There is a problem with Salesforce on the desktop. Error: TIMEOUT-22.,Hardware Issue,critical
5327,I can't log into Teams from my mobile. It returns NET-503. Kindly assist.,Account/Access Issue,critical
5328,CRM Portal keeps crashing on my laptop. Code NET-503.,Software Bug,critical
5329,There is a problem with Email on the server. Error: NET-503. Please resolve soon.,Software Bug,critical
5330,"I am unable to access Email on my printer, it shows error FAIL-101. Please resolve soon.",Network Problem,high
5331,Teams keeps crashing on my tablet. Code 0x80070005. Kindly assist.,Service Request,high
5332,Salesforce keeps crashing on my tablet. Code TIMEOUT-22. Needs immediate attention.,Service Request,critical
5333,My desktop stopped working when I tried to use Email. Error displayed: AUTH-007.,Other,medium
5334,There is a problem with VPN on the printer. Error: FAIL-101. Please resolve soon.,Security,high
5335,I can't log into Email from my printer. It returns 0x80070005. Issue reported by user.,Security,high
5336,Teams fails to load on my laptop showing AUTH-007. Occurs intermittently.,Account/Access Issue,medium
5337,Database fails to load on my printer showing NET-503. Occurs intermittently.,Software Bug,critical
5338,"I am unable to access Active Directory on my printer, it shows error ERR42. Occurs intermittently.",Account/Access Issue,critical
5339,There is a problem with Teams on the printer. Error: NET-503.,Account/Access Issue,critical
5340,Database keeps crashing on my printer. Code ERR-9999.,Hardware Issue,high
5341,My printer stopped working when I tried to use Database. Error displayed: ERR-9999.,Account/Access Issue,medium
5342,I can't log into Salesforce from my mobile. It returns AUTH-007.,Security,medium
5343,Salesforce keeps crashing on my server. Code FAIL-101. Kindly assist.,Security,high
5344,I can't log into Email from my server. It returns ERR42.,Software Bug,medium
5345,I can't log into Outlook from my tablet. It returns ERR42. Please resolve soon.,Network Problem,medium
5346,Email fails to load on my desktop showing 0x80070005.,Hardware Issue,high
5347,I can't log into Teams from my server. It returns 0xC004F012. Occurs intermittently.,Account/Access Issue,high
5348,There is a problem with Salesforce on the tablet. Error: AUTH-007. Needs immediate attention.,Security,medium
5349,CRM Portal fails to load on my tablet showing AUTH-007. Occurs intermittently.,Software Bug,medium
5350,My laptop stopped working when I tried to use Database. Error displayed: FAIL-101. Kindly assist.,Other,high
5351,CRM Portal fails to load on my router showing 0xC004F012. Needs immediate attention.,Security,high
5352,I can't log into Teams from my router. It returns ERR42. Issue reported by user.,Hardware Issue,low
5353,Teams fails to load on my router showing NET-503. Occurs intermittently.,Software Bug,critical
5354,There is a problem with Salesforce on the desktop. Error: TIMEOUT-22. Kindly assist.,Hardware Issue,critical
5355,"I am unable to access Email on my mobile, it shows error FAIL-101.",Account/Access Issue,high
5356,There is a problem with Salesforce on the printer. Error: 0x80070005. Occurs intermittently.,Network Problem,high
5357,WiFi fails to load on my laptop showing 0x80070005. Needs immediate attention.,Account/Access Issue,high
5358,"I am unable to access VPN on my router, it shows error ERR-9999. Issue reported by user.",Network Problem,critical
5359,My laptop stopped working when I tried to use Active Directory. Error displayed: ERR42. Please resolve soon.,Network Problem,critical
5360,"I am unable to access Active Directory on my tablet, it shows error 0x80070005.",Security,high
5361,"I am unable to access Active Directory on my router, it shows error 0xC004F012. Please resolve soon.",Account/Access Issue,high
5362,"I am unable to access Email on my mobile, it shows error TIMEOUT-22. Occurs intermittently.",Security,critical
5363,Zoom fails to load on my server showing TIMEOUT-22. Kindly assist.,Network Problem,critical
5364,My printer stopped working when I tried to use WiFi. Error displayed: FAIL-101.,Software Bug,high
5365,Active Directory fails to load on my router showing AUTH-007. Occurs intermittently.,Account/Access Issue,medium
5366,There is a problem with VPN on the server. Error: 0x80070005. Occurs intermittently.,Network Problem,high
5367,I can't log into Email from my router. It returns TIMEOUT-22. Please resolve soon.,Hardware Issue,critical
5368,My printer stopped working when I tried to use Outlook. Error displayed: ERR-9999. Issue reported by user.,Security,medium
5369,There is a problem with VPN on the desktop. Error: AUTH-007. Needs immediate attention.,Software Bug,medium
5370,I can't log into VPN from my mobile. It returns 0x80070005.,Service Request,high
5371,Database fails to load on my laptop showing ERR-9999. Issue reported by user.,Other,low
5372,My tablet stopped working when I tried to use Salesforce. Error displayed: 0xC004F012. Issue reported by user.,Hardware Issue,high
5373,CRM Portal keeps crashing on my mobile. Code AUTH-007. Please resolve soon.,Hardware Issue,medium
5374,Salesforce fails to load on my desktop showing ERR42. Needs immediate attention.,Service Request,medium
5375,Database fails to load on my laptop showing FAIL-101. Kindly assist.,Service Request,high
5376,"I am unable to access Teams on my desktop, it shows error FAIL-101. Occurs intermittently.",Security,high
5377,Teams fails to load on my server showing 0x80070005. Occurs intermittently.,Hardware Issue,high
5378,There is a problem with Zoom on the router. Error: NET-503. Issue reported by user.,Network Problem,critical
5379,"I am unable to access Zoom on my tablet, it shows error 0xC004F012. Needs immediate attention.",Service Request,high
5380,Teams fails to load on my router showing 0xC004F012. Issue reported by user.,Service Request,high
5381,I can't log into Email from my laptop. It returns ERR-9999. Issue reported by user.,Account/Access Issue,low
5382,Active Directory keeps crashing on my laptop. Code ERR-9999. Issue reported by user.,Service Request,medium
5383,VPN keeps crashing on my desktop. Code TIMEOUT-22. Kindly assist.,Network Problem,critical
5384,There is a problem with WiFi on the printer. Error: TIMEOUT-22. Kindly assist.,Hardware Issue,critical
5385,WiFi fails to load on my desktop showing 0x80070005. Kindly assist.,Service Request,high
5386,Zoom keeps crashing on my printer. Code AUTH-007.,Security,medium
5387,Database keeps crashing on my router. Code 0x80070005. Occurs intermittently.,Account/Access Issue,high
5388,CRM Portal keeps crashing on my desktop. Code NET-503. Please resolve soon.,Service Request,critical
5389,I can't log into Salesforce from my printer. It returns TIMEOUT-22. Kindly assist.,Software Bug,critical
5390,My desktop stopped working when I tried to use Teams. Error displayed: AUTH-007. Occurs intermittently.,Hardware Issue,medium
5391,Teams keeps crashing on my tablet. Code FAIL-101. Please resolve soon.,Account/Access Issue,high
5392,I can't log into WiFi from my router. It returns 0x80070005. Needs immediate attention.,Software Bug,high
5393,There is a problem with VPN on the desktop. Error: AUTH-007. Issue reported by user.,Other,medium
5394,I can't log into Teams from my router. It returns ERR42. Kindly assist.,Hardware Issue,low
5395,"I am unable to access Database on my router, it shows error TIMEOUT-22. Issue reported by user.",Hardware Issue,critical
5396,My tablet stopped working when I tried to use Active Directory. Error displayed: NET-503. Occurs intermittently.,Account/Access Issue,critical
5397,Teams keeps crashing on my desktop. Code 0x80070005. Issue reported by user.,Service Request,high
5398,There is a problem with Outlook on the tablet. Error: TIMEOUT-22. Kindly assist.,Network Problem,critical
5399,Email fails to load on my server showing NET-503. Kindly assist.,Network Problem,critical
5400,Salesforce keeps crashing on my laptop. Code FAIL-101. Occurs intermittently.,Account/Access Issue,high
5401,Zoom fails to load on my laptop showing ERR-9999. Kindly assist.,Network Problem,medium
5402,My laptop stopped working when I tried to use Outlook. Error displayed: NET-503. Kindly assist.,Account/Access Issue,critical
5403,I can't log into Salesforce from my mobile. It returns ERR-9999. Kindly assist.,Hardware Issue,high
5404,I can't log into Salesforce from my server. It returns 0xC004F012. Kindly assist.,Service Request,high
5405,WiFi fails to load on my server showing ERR42. Kindly assist.,Account/Access Issue,critical
5406,"I am unable to access Active Directory on my printer, it shows error ERR-9999. Issue reported by user.",Hardware Issue,high
5407,Teams keeps crashing on my tablet. Code FAIL-101. Please resolve soon.,Account/Access Issue,high
5408,Database keeps crashing on my mobile. Code 0xC004F012. Kindly assist.,Service Request,high
5409,"I am unable to access WiFi on my mobile, it shows error 0xC004F012. Please resolve soon.",Service Request,high
5410,My desktop stopped working when I tried to use VPN. Error displayed: 0x80070005. Occurs intermittently.,Security,high
5411,Database fails to load on my router showing AUTH-007.,Service Request,medium
5412,Active Directory fails to load on my mobile showing NET-503. Needs immediate attention.,Other,critical
5413,"I am unable to access Email on my tablet, it shows error ERR-9999. Kindly assist.",Security,low
5414,Email fails to load on my router showing ERR42. Occurs intermittently.,Hardware Issue,high
5415,I can't log into Email from my router. It returns TIMEOUT-22. Needs immediate attention.,Hardware Issue,critical
5416,I can't log into CRM Portal from my printer. It returns TIMEOUT-22. Please resolve soon.,Hardware Issue,critical
5417,"I am unable to access CRM Portal on my router, it shows error NET-503. Issue reported by user.",Network Problem,critical
5418,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Needs immediate attention.,Other,critical
5419,I can't log into WiFi from my desktop. It returns AUTH-007. Issue reported by user.,Other,medium
5420,I can't log into Active Directory from my tablet. It returns AUTH-007.,Service Request,medium
5421,I can't log into Email from my laptop. It returns TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
5422,Email fails to load on my desktop showing 0x80070005. Issue reported by user.,Hardware Issue,high
5423,My printer stopped working when I tried to use Email. Error displayed: ERR-9999. Occurs intermittently.,Account/Access Issue,critical
5424,Salesforce fails to load on my mobile showing FAIL-101. Issue reported by user.,Service Request,high
5425,There is a problem with CRM Portal on the tablet. Error: 0x80070005. Kindly assist.,Other,high
5426,Teams fails to load on my router showing NET-503. Issue reported by user.,Software Bug,critical
5427,Teams keeps crashing on my tablet. Code 0xC004F012. Occurs intermittently.,Software Bug,high
5428,CRM Portal keeps crashing on my desktop. Code NET-503. Kindly assist.,Service Request,critical
5429,There is a problem with WiFi on the tablet. Error: 0x80070005.,Account/Access Issue,high
5430,I can't log into Email from my router. It returns TIMEOUT-22. Issue reported by user.,Hardware Issue,critical
5431,My tablet stopped working when I tried to use VPN. Error displayed: AUTH-007. Occurs intermittently.,Hardware Issue,medium
5432,I can't log into Outlook from my tablet. It returns ERR42.,Other,critical
5433,VPN fails to load on my mobile showing AUTH-007.,Security,medium
5434,Database fails to load on my mobile showing FAIL-101. Please resolve soon.,Software Bug,high
5435,My router stopped working when I tried to use Database. Error displayed: 0xC004F012. Kindly assist.,Network Problem,high
5436,"I am unable to access WiFi on my printer, it shows error AUTH-007. Please resolve soon.",Account/Access Issue,medium
5437,Database keeps crashing on my router. Code FAIL-101. Occurs intermittently.,Service Request,high
5438,My tablet stopped working when I tried to use Salesforce. Error displayed: 0x80070005. Please resolve soon.,Service Request,high
5439,I can't log into CRM Portal from my mobile. It returns ERR42. Issue reported by user.,Hardware Issue,low
5440,I can't log into VPN from my printer. It returns ERR42. Occurs intermittently.,Security,low
5441,Teams keeps crashing on my server. Code NET-503. Needs immediate attention.,Security,critical
5442,I can't log into CRM Portal from my printer. It returns 0xC004F012.,Network Problem,high
5443,"I am unable to access Outlook on my laptop, it shows error AUTH-007. Kindly assist.",Software Bug,medium
5444,I can't log into WiFi from my desktop. It returns AUTH-007. Needs immediate attention.,Other,medium
5445,There is a problem with Teams on the printer. Error: 0x80070005. Occurs intermittently.,Other,high
5446,I can't log into Database from my router. It returns FAIL-101. Please resolve soon.,Service Request,high
5447,My router stopped working when I tried to use Salesforce. Error displayed: NET-503. Kindly assist.,Other,critical
5448,Outlook keeps crashing on my router. Code AUTH-007. Issue reported by user.,Hardware Issue,medium
5449,I can't log into Salesforce from my server. It returns 0xC004F012. Needs immediate attention.,Service Request,high
5450,My tablet stopped working when I tried to use Outlook. Error displayed: NET-503. Occurs intermittently.,Account/Access Issue,critical
5451,"I am unable to access Active Directory on my laptop, it shows error ERR-9999. Please resolve soon.",Security,high
5452,My tablet stopped working when I tried to use Salesforce. Error displayed: AUTH-007. Issue reported by user.,Service Request,medium
5453,"I am unable to access WiFi on my desktop, it shows error AUTH-007. Please resolve soon.",Account/Access Issue,medium
5454,My router stopped working when I tried to use VPN. Error displayed: AUTH-007. Needs immediate attention.,Hardware Issue,medium
5455,"I am unable to access Salesforce on my laptop, it shows error NET-503. Issue reported by user.",Hardware Issue,critical
5456,There is a problem with Teams on the printer. Error: 0xC004F012. Issue reported by user.,Other,high
5457,There is a problem with Teams on the printer. Error: FAIL-101. Kindly assist.,Network Problem,high
5458,Email fails to load on my server showing NET-503. Please resolve soon.,Hardware Issue,critical
5459,CRM Portal fails to load on my router showing TIMEOUT-22.,Service Request,critical
5460,Teams keeps crashing on my desktop. Code 0xC004F012. Needs immediate attention.,Account/Access Issue,high
5461,"I am unable to access Zoom on my server, it shows error FAIL-101. Occurs intermittently.",Service Request,high
5462,VPN fails to load on my tablet showing TIMEOUT-22. Occurs intermittently.,Account/Access Issue,critical
5463,I can't log into Outlook from my tablet. It returns ERR42. Needs immediate attention.,Network Problem,medium
5464,"I am unable to access WiFi on my mobile, it shows error FAIL-101. Please resolve soon.",Other,high
5465,I can't log into Active Directory from my printer. It returns ERR-9999. Needs immediate attention.,Account/Access Issue,critical
5466,"I am unable to access WiFi on my laptop, it shows error 0x80070005. Please resolve soon.",Service Request,high
5467,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42. Needs immediate attention.,Network Problem,medium
5468,Database keeps crashing on my printer. Code AUTH-007. Occurs intermittently.,Account/Access Issue,medium
5469,There is a problem with Salesforce on the desktop. Error: ERR42. Occurs intermittently.,Security,medium
5470,I can't log into Outlook from my router. It returns NET-503. Needs immediate attention.,Hardware Issue,critical
5471,I can't log into Salesforce from my router. It returns AUTH-007. Please resolve soon.,Network Problem,medium
5472,"I am unable to access VPN on my router, it shows error AUTH-007.",Account/Access Issue,medium
5473,I can't log into Salesforce from my mobile. It returns ERR-9999. Kindly assist.,Hardware Issue,high
5474,"I am unable to access Database on my server, it shows error AUTH-007. Please resolve soon.",Network Problem,medium
5475,My server stopped working when I tried to use Outlook. Error displayed: ERR-9999. Occurs intermittently.,Security,medium
5476,"I am unable to access VPN on my router, it shows error ERR-9999. Issue reported by user.",Network Problem,critical
5477,"I am unable to access VPN on my mobile, it shows error ERR-9999.",Service Request,medium
5478,Email fails to load on my printer showing NET-503. Occurs intermittently.,Account/Access Issue,critical
5479,CRM Portal keeps crashing on my printer. Code ERR42. Occurs intermittently.,Account/Access Issue,high
5480,Teams fails to load on my server showing AUTH-007.,Service Request,medium
5481,My server stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Kindly assist.,Service Request,critical
5482,I can't log into WiFi from my server. It returns TIMEOUT-22. Needs immediate attention.,Other,critical
5483,"I am unable to access VPN on my mobile, it shows error TIMEOUT-22.",Security,critical
5484,Outlook fails to load on my laptop showing ERR42. Kindly assist.,Hardware Issue,high
5485,My tablet stopped working when I tried to use Outlook. Error displayed: NET-503.,Account/Access Issue,critical
5486,"I am unable to access Outlook on my router, it shows error TIMEOUT-22. Occurs intermittently.",Service Request,critical
5487,There is a problem with Database on the server. Error: 0x80070005. Issue reported by user.,Other,high
5488,My router stopped working when I tried to use Outlook. Error displayed: NET-503.,Network Problem,critical
5489,I can't log into VPN from my server. It returns FAIL-101. Kindly assist.,Security,high
5490,My printer stopped working when I tried to use Database. Error displayed: TIMEOUT-22.,Software Bug,critical
5491,My router stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Needs immediate attention.,Software Bug,high
5492,Salesforce fails to load on my desktop showing 0xC004F012. Kindly assist.,Security,high
5493,VPN fails to load on my mobile showing AUTH-007.,Security,medium
5494,Salesforce fails to load on my printer showing 0x80070005. Needs immediate attention.,Network Problem,high
5495,Database keeps crashing on my printer. Code ERR-9999. Needs immediate attention.,Hardware Issue,high
5496,There is a problem with Outlook on the server. Error: ERR42. Kindly assist.,Other,low
5497,My desktop stopped working when I tried to use Outlook. Error displayed: AUTH-007. Needs immediate attention.,Hardware Issue,medium
5498,"I am unable to access Database on my printer, it shows error AUTH-007. Please resolve soon.",Software Bug,medium
5499,CRM Portal keeps crashing on my desktop. Code NET-503.,Service Request,critical
5500,CRM Portal keeps crashing on my desktop. Code AUTH-007. Needs immediate attention.,Software Bug,medium
5501,Database fails to load on my server showing AUTH-007. Issue reported by user.,Other,medium
5502,I can't log into Email from my tablet. It returns ERR-9999. Please resolve soon.,Service Request,high
5503,CRM Portal fails to load on my router showing TIMEOUT-22. Please resolve soon.,Account/Access Issue,critical
5504,There is a problem with Salesforce on the laptop. Error: FAIL-101.,Security,high
5505,Salesforce fails to load on my printer showing NET-503. Please resolve soon.,Hardware Issue,critical
5506,There is a problem with Email on the laptop. Error: AUTH-007. Issue reported by user.,Other,medium
5507,There is a problem with Email on the laptop. Error: 0x80070005. Kindly assist.,Service Request,high
5508,I can't log into VPN from my server. It returns 0x80070005. Occurs intermittently.,Software Bug,high
5509,There is a problem with VPN on the mobile. Error: 0x80070005. Needs immediate attention.,Security,high
5510,My printer stopped working when I tried to use Database. Error displayed: AUTH-007. Kindly assist.,Account/Access Issue,medium
5511,"I am unable to access Outlook on my laptop, it shows error AUTH-007. Kindly assist.",Software Bug,medium
5512,I can't log into Teams from my desktop. It returns AUTH-007. Please resolve soon.,Hardware Issue,medium
5513,I can't log into VPN from my desktop. It returns NET-503. Needs immediate attention.,Account/Access Issue,critical
5514,VPN keeps crashing on my mobile. Code FAIL-101. Kindly assist.,Network Problem,high
5515,CRM Portal keeps crashing on my printer. Code FAIL-101. Occurs intermittently.,Software Bug,high
5516,My printer stopped working when I tried to use Zoom. Error displayed: 0xC004F012.,Software Bug,high
5517,Teams keeps crashing on my mobile. Code TIMEOUT-22. Kindly assist.,Software Bug,critical
5518,"I am unable to access CRM Portal on my printer, it shows error 0xC004F012.",Software Bug,high
5519,Active Directory keeps crashing on my laptop. Code ERR-9999. Issue reported by user.,Service Request,medium
5520,Teams fails to load on my laptop showing 0x80070005. Occurs intermittently.,Other,high
5521,There is a problem with Active Directory on the tablet. Error: FAIL-101. Kindly assist.,Service Request,high
5522,"I am unable to access WiFi on my printer, it shows error 0x80070005. Kindly assist.",Security,high
5523,My desktop stopped working when I tried to use Zoom. Error displayed: 0xC004F012.,Other,high
5524,Salesforce keeps crashing on my tablet. Code 0x80070005. Kindly assist.,Account/Access Issue,high
5525,I can't log into VPN from my tablet. It returns AUTH-007. Please resolve soon.,Other,medium
5526,My tablet stopped working when I tried to use Database. Error displayed: 0x80070005.,Other,high
5527,"I am unable to access Zoom on my server, it shows error 0xC004F012. Kindly assist.",Service Request,high
5528,Teams fails to load on my laptop showing 0x80070005.,Other,high
5529,There is a problem with Active Directory on the desktop. Error: FAIL-101. Occurs intermittently.,Software Bug,high
5530,My mobile stopped working when I tried to use Teams. Error displayed: FAIL-101. Please resolve soon.,Account/Access Issue,high
5531,"I am unable to access Email on my laptop, it shows error AUTH-007. Issue reported by user.",Software Bug,medium
5532,VPN fails to load on my laptop showing TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
5533,Salesforce fails to load on my mobile showing FAIL-101. Please resolve soon.,Account/Access Issue,high
5534,Teams keeps crashing on my desktop. Code FAIL-101. Issue reported by user.,Other,high
5535,There is a problem with CRM Portal on the tablet. Error: 0x80070005. Needs immediate attention.,Other,high
5536,Email keeps crashing on my mobile. Code AUTH-007. Occurs intermittently.,Network Problem,medium
5537,My desktop stopped working when I tried to use WiFi. Error displayed: AUTH-007. Please resolve soon.,Security,medium
5538,Database fails to load on my printer showing ERR-9999. Issue reported by user.,Other,critical
5539,Active Directory keeps crashing on my desktop. Code 0xC004F012. Please resolve soon.,Software Bug,high
5540,Teams keeps crashing on my desktop. Code ERR42. Kindly assist.,Other,critical
5541,My server stopped working when I tried to use Outlook. Error displayed: 0x80070005. Issue reported by user.,Hardware Issue,high
5542,Teams keeps crashing on my server. Code NET-503.,Security,critical
5543,CRM Portal fails to load on my tablet showing NET-503. Issue reported by user.,Software Bug,critical
5544,I can't log into Email from my laptop. It returns ERR-9999. Needs immediate attention.,Account/Access Issue,low
5545,"I am unable to access Teams on my mobile, it shows error TIMEOUT-22. Kindly assist.",Other,critical
5546,My mobile stopped working when I tried to use Outlook. Error displayed: ERR42. Kindly assist.,Service Request,low
5547,"I am unable to access WiFi on my printer, it shows error AUTH-007. Kindly assist.",Account/Access Issue,medium
5548,I can't log into Salesforce from my server. It returns 0xC004F012. Kindly assist.,Service Request,high
5549,I can't log into Teams from my router. It returns 0xC004F012. Please resolve soon.,Security,high
5550,CRM Portal keeps crashing on my laptop. Code 0xC004F012. Occurs intermittently.,Service Request,high
5551,I can't log into Database from my printer. It returns 0x80070005. Please resolve soon.,Account/Access Issue,high
5552,My laptop stopped working when I tried to use Teams. Error displayed: 0xC004F012. Kindly assist.,Security,high
5553,There is a problem with Salesforce on the laptop. Error: FAIL-101.,Security,high
5554,I can't log into Email from my router. It returns FAIL-101.,Network Problem,high
5555,My desktop stopped working when I tried to use WiFi. Error displayed: 0xC004F012.,Service Request,high
5556,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42.,Service Request,low
5557,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42. Kindly assist.,Software Bug,high
5558,VPN fails to load on my router showing 0x80070005. Issue reported by user.,Software Bug,high
5559,VPN keeps crashing on my printer. Code ERR42. Please resolve soon.,Network Problem,medium
5560,There is a problem with Outlook on the tablet. Error: 0x80070005.,Account/Access Issue,high
5561,VPN fails to load on my desktop showing NET-503. Kindly assist.,Software Bug,critical
5562,My desktop stopped working when I tried to use Outlook. Error displayed: 0xC004F012. Please resolve soon.,Hardware Issue,high
5563,"I am unable to access Email on my laptop, it shows error ERR-9999. Kindly assist.",Software Bug,low
5564,Email keeps crashing on my printer. Code NET-503. Kindly assist.,Service Request,critical
5565,WiFi fails to load on my router showing TIMEOUT-22. Occurs intermittently.,Security,critical
5566,My desktop stopped working when I tried to use WiFi. Error displayed: AUTH-007. Issue reported by user.,Security,medium
5567,My printer stopped working when I tried to use WiFi. Error displayed: ERR-9999. Kindly assist.,Software Bug,critical
5568,Salesforce keeps crashing on my router. Code ERR42. Please resolve soon.,Security,critical
5569,There is a problem with Outlook on the tablet. Error: TIMEOUT-22. Issue reported by user.,Network Problem,critical
5570,I can't log into Email from my router. It returns AUTH-007. Kindly assist.,Software Bug,medium
